MAGTETIT 
 1024  512.0000
   10.40000   12.00000
 0.0
 0.0
 (5X,5F11.0)
0490  0000071361 0000070747 0000070731 0000070710 0000070580
0495  0000070499 0000070705 0000070435 0000070577 0000071078
0500  0000070762 0000070964 0000071058 0000070691 0000070531
0505  0000070612 0000070882 0000070714 0000070970 0000070428
0510  0000070472 0000070869 0000070991 0000070489 0000070705
0515  0000070559 0000070481 0000070633 0000070457 0000071105
0520  0000070909 0000070456 0000070838 0000070667 0000071107
0525  0000070955 0000070861 0000070601 0000070770 0000071110
0530  0000070655 0000070617 0000070783 0000070599 0000070841
0535  0000070572 0000070610 0000070411 0000070920 0000070533
0540  0000070792 0000070340 0000070622 0000070462 0000070844
0545  0000071125 0000070754 0000070353 0000071065 0000070740
0550  0000071043 0000070752 0000070647 0000071064 0000070946
0555  0000070422 0000070445 0000070706 0000070918 0000070342
0560  0000070440 0000070884 0000070564 0000070497 0000070753
0565  0000070569 0000070200 0000070702 0000070130 0000070653
0570  0000070645 0000070658 0000070656 0000070582 0000070711
0575  0000070574 0000070233 0000070875 0000070694 0000070795
0580  0000070348 0000070551 0000070925 0000070043 0000070636
0585  0000071057 0000070549 0000070652 0000070573 0000070574
0590  0000070685 0000070613 0000071050 0000070487 0000070909
0595  0000070664 0000070364 0000070576 0000070529 0000070349
0600  0000070542 0000070561 0000070708 0000070531 0000070614
0605  0000070474 0000071020 0000070422 0000070942 0000070143
0610  0000070465 0000070300 0000070458 0000070671 0000070463
0615  0000070463 0000070397 0000070345 0000070088 0000070638
0620  0000069675 0000069802 0000069712 0000069062 0000068903
0625  0000069048 0000067629 0000067430 0000067099 0000067563
0630  0000067718 0000068028 0000069161 0000069371 0000069537
0635  0000069596 0000069312 0000069718 0000069700 0000069482
0640  0000069502 0000069512 0000069115 0000068587 0000067902
0645  0000067651 0000066823 0000066307 0000066246 0000065664
0650  0000066834 0000067221 0000067003 0000067814 0000068538
0655  0000069030 0000069311 0000069052 0000070059 0000069961
0660  0000069756 0000069801 0000069995 0000070032 0000069937
0665  0000070078 0000070057 0000069724 0000070312 0000069934
0670  0000070121 0000069956 0000070020 0000069923 0000070502
0675  0000070076 0000069939 0000070519 0000070322 0000070572
0680  0000070230 0000069951 0000070298 0000070284 0000070186
0685  0000070116 0000070057 0000069976 0000070406 0000070073
0690  0000070203 0000070146 0000069174 0000069139 0000068564
0695  0000068328 0000068063 0000068263 0000068495 0000069463
0700  0000070074 0000069546 0000069536 0000069555 0000068871
0705  0000068018 0000067201 0000066577 0000066360 0000067809
0710  0000068648 0000069100 0000069545 0000069794 0000070026
0715  0000070189 0000070153 0000070352 0000070085 0000070298
0720  0000069844 0000070211 0000070316 0000070596 0000070324
0725  0000070519 0000070583 0000070456 0000070495 0000070624
0730  0000070739 0000070495 0000070572 0000070235 0000070484
0735  0000070796 0000070478 0000070547 0000070521 0000070010
0740  0000070107 0000070352 0000070747 0000070408 0000070220
0745  0000070703 0000070795 0000070332 0000069970 0000069831
0750  0000069290 0000069272 0000069626 0000069127 0000069536
0755  0000069579 0000069319 0000068335 0000068247 0000068331
0760  0000069157 0000069631 0000069868 0000069745 0000069859
0765  0000070344 0000070195 0000070535 0000069895 0000070256
0770  0000070077 0000070675 0000070341 0000069706 0000070655
0775  0000070166 0000070256 0000070238 0000070018 0000070562
0780  0000069855 0000069865 0000070172 0000069663 0000069324
0785  0000070296 0000069479 0000069754 0000069151 0000069800
0790  0000069444 0000069077 0000068469 0000068640 0000068778
0795  0000068549 0000068499 0000068926 0000069628 0000069434
0800  0000069913 0000069583 0000070249 0000070411 0000070373
0805  0000070281 0000070603 0000070453 0000070174 0000070082
0810  0000070566 0000070004 0000070286 0000070662 0000070441
0815  0000070253 0000070518 0000070854 0000070316 0000070900
0820  0000069965 0000070558 0000070604 0000070087 0000069829
0825  0000070379 0000069842 0000070940 0000069915 0000070488
0830  0000070281 0000069936 0000070545 0000070190 0000070358
0835  0000070683 0000070310 0000070462 0000070178 0000070091
0840  0000069880 0000070020 0000069442 0000068822 0000068204
0845  0000066800 0000065594 0000065481 0000065378 0000066005
0850  0000066862 0000068242 0000068551 0000069075 0000069273
0855  0000070149 0000070271 0000070140 0000069894 0000070172
0860  0000070068 0000070203 0000070252 0000070130 0000070212
0865  0000069914 0000070121 0000070805 0000069971 0000070467
0870  0000070392 0000070520 0000069615 0000070672 0000070342
0875  0000070526 0000070397 0000070263 0000070285 0000069972
0880  0000070015 0000070838 0000071164 0000070590 0000071031
0885  0000070053 0000070195 0000070480 0000070223 0000070093
0890  0000070141 0000070586 0000070516 0000070087 0000070140
0895  0000070130 0000070533 0000070157 0000069802 0000070425
0900  0000070069 0000070157 0000069496 0000069709 0000069963
0905  0000069213 0000069200 0000068810 0000069346 0000067687
0910  0000066374 0000065799 0000065011 0000063924 0000063507
0915  0000063551 0000063914 0000064423 0000065479 0000066342
0920  0000067511 0000067484 0000068377 0000068884 0000068941
0925  0000069207 0000069427 0000069728 0000069826 0000070157
0930  0000069684 0000070750 0000070161 0000070256 0000069712
0935  0000069898 0000070354 0000070055 0000070302 0000070094
0940  0000070335 0000070527 0000070360 0000070292 0000070514
0945  0000070484 0000070634 0000070672 0000070410 0000070530
0950  0000070815 0000070498 0000070131 0000070927 0000070903
0955  0000070688 0000070824 0000071121 0000070661 0000070506
0960  0000070562 0000070860 0000070568 0000070338 0000070770
0965  0000070477 0000070167 0000070482 0000070377 0000070371
0970  0000070686 0000071074 0000070626 0000070637 0000070599
0975  0000070138 0000070555 0000070215 0000070582 0000070420
0980  0000070608 0000071162 0000070228 0000070516 0000070436
0985  0000070830 0000070783 0000070349 0000070304 0000070804
0990  0000070928 0000070545 0000070039 0000070636 0000070615
0995  0000070769 0000070508 0000070817 0000070697 0000070683
1000  0000071335 0000071123 0000070899 0000070670 0000070554
1005  0000070503 0000070956 0000070988 0000070931 0000070716
1010  0000070448 0000070151 0000070495 0000070804 0000070668
1015  0000070310 0000071007 0000070166 0000070753 0000070986
1020  0000070828 0000070614 0000070770 0000070899


